,Unnamed: 0,Match,Definition
78,78,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(8) Inclusive.--The term ``inclusive'' means content and skills that ensure marginalized young people are valued, respected, centered, and supported in sex education instruction and materials.(9) Institution of higher education.--The term ``institution of higher education'' has the meaning given the term in section 101 of the Higher Education Act of 1965 (20 U.S.C. 1001).(10) Interpersonal violence.--The term ``interpersonal violence'' means abuse, assault, bullying, dating violence, domestic violence, harassment, intimate partner violence, or stalking.(11)"
79,79,sex education'' means,"Sex education.--The term ``sex education'' means high quality teaching and learning that--(A) is delivered, to the maximum extent practicable, following the National Sexuality Education Standards of the Future of Sex Ed Initiative;(B) is about a broad variety of topics related to sex and sexuality, including--(i) puberty and adolescent development;(ii) sexual and reproductive anatomy and physiology;(iii) sexual orientation, gender identity, and gender expression;(iv) contraception, pregnancy, pregnancy options, and reproduction;(v) HIV and other STIs;(vi) consent and healthy relationships; and(vii) interpersonal violence;(C) explores values and beliefs about such topics; and(D) helps young people in gaining the skills that are needed to navigate relationships and manage one's own sexual health.(16)"
80,80,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means an individual's romantic, emotional, or sexual attraction to other people.(19)"
81,81,gender identity' means,"The term `gender identity' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.``(2)"
82,82,gender-affirming care' means,"Gender-affirming care.--``(A) In general.--Except as provided in subparagraph (B), the term `gender-affirming care' means, with respect to an individual, any of the following:``(i)"
83,83,sex' means,"``(C) Biological sex.--For purposes of subparagraph (A), the term `biological sex' means the indication of male or female sex by reproductive potential or capacity, sex chromosomes, naturally occurring sex hormones, gonads, or internal or external genitalia present at birth.''."
84,84,biological sex' means,"``(C) Biological sex.--For purposes of subparagraph (A), the term `biological sex' means the indication of male or female sex by reproductive potential or capacity, sex chromosomes, naturally occurring sex hormones, gonads, or internal or external genitalia present at birth.''."
85,85,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(3) LGBTQI.--The term ``LGBTQI'' means lesbian, gay, bisexual, transgender, queer, or intersex.(4)"
86,86,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means actual or perceived homosexuality, heterosexuality, or bisexuality."
87,87,gender identity' means,"the term `Form 10-K' means the form described in section 249.310 of title 17, Code of Federal Regulations, as in effect on the date of enactment of this subsection;``(E) the term `gender identity' means a characteristic consisting of the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, whether the characteristic is actual or perceived, regardless of the designated sex of the individual at birth;``(F)"
88,88,orientation' means,"the term `judgment' means, with respect to an issuer, a judgment entered against the issuer, whether imposed by a court or through arbitration;``(G) the term `settlement' means any commitment or agreement--``(i) without regard to whether the commitment or agreement, as applicable, is in writing; and``(ii) under which an issuer directly or indirectly--``(I) provides to an individual compensation or other consideration because of an allegation that the individual has been a victim of covered harassment, covered discrimination, or sexual abuse; or``(II) establishes conditions that affect the terms of the employment, including by terminating the employment, of the individual with the issuer--``(aa) because of the experience of the individual with, or the participation of the individual in, an alleged act of covered harassment, covered discrimination, or sexual abuse; and``(bb) in exchange for which the individual agrees or commits not to--``(AA) bring legal, administrative, or any other type of action against the issuer; or``(BB) publicly disclose, for a period of time of any length, any portion of the alleged act described in item (aa) on which the commitment or agreement, as applicable, is based;``(H) the term `sexual abuse' means a nonconsensual sexual act or sexual contact, as such terms are defined in section 2246 of title 18, United States Code, or similar applicable Tribal or State law, including such an act or contact in a circumstance in which the victim lacks capacity to consent; and``(I) the term `sexual orientation' means a characteristic consisting of homosexuality, heterosexuality, or bisexuality, whether the characteristic is actual or perceived.``(2)"
89,89,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual regardless of the designated sex at birth of the individual.(12) Informal removal.--The term ``informal removal'' means an administrative removal of a student from the learning environment for part or all of the school day, or an indefinite period of time, without documenting the removal as a suspension or expulsion or engaging in formalized disciplinary processes.(13)"
90,90,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means how a person identifies in terms of their emotional, romantic, or sexual attraction, and includes identification as straight, heterosexual, gay, lesbian, or bisexual, among other terms.(28)"
91,91,", sex (which includes","Nondiscrimination.--No person in the United States shall, on the basis of actual or perceived race, color, religion, national origin, sex (which includes sexual orientation, gender identity, pregnancy, childbirth, medical conditions related to pregnancy or childbirth, or sex stereotypes), or disability, be excluded from participation in, be denied the benefits of, or be subjected to discrimination under any program or activity funded, in whole or in part, with funds made available under this title or with amounts appropriated for grants, contracts, or certificates similar to a child care certificate as defined in section 658P of the Child Care and Development Block Grant Act of 1990 (42 U.S.C. 9858n), administered with such funds.(b) Enforcement.--Subsection (a) shall be enforced in the same manner and by the same means, as if such subsection was incorporated in title VI of the Civil Rights Act of 1964 (42 U.S.C. 2000d et seq.), and as if a violation of subsection (a) was treated as if it was a violation of section 601 of such Act (42 U.S.C. 2000d).(c)"
92,92,sex (which includes,"Nondiscrimination.--No person in the United States shall, on the basis of actual or perceived race, color, religion, national origin, sex (which includes sexual orientation, gender identity, pregnancy, childbirth, medical conditions related to pregnancy or childbirth, or sex stereotypes), or disability, be excluded from participation in, be denied the benefits of, or be subjected to discrimination under any program or activity funded, in whole or in part, with funds made available under this title or with amounts appropriated for grants, contracts, or certificates similar to a child care certificate as defined in section 658P of the Child Care and Development Block Grant Act of 1990 (42 U.S.C. 9858n), administered with such funds.(b) Enforcement.--Subsection (a) shall be enforced in the same manner and by the same means, as if such subsection was incorporated in title VI of the Civil Rights Act of 1964 (42 U.S.C. 2000d et seq.), and as if a violation of subsection (a) was treated as if it was a violation of section 601 of such Act (42 U.S.C. 2000d).(c)"
93,93,sex'' includes,"The term ``discrimination on the basis of sex'' includes discrimination on the basis of sex stereotypes, sex characteristics, pregnancy or related conditions, sexual orientation, and gender identity.(3)"
0,0,biological man'' means,"Biological man.--The term ``biological man'' means an individual who is recognized as a male on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(2) Biological sex.--The term ``biological sex'' means the sex recognized on the date of birth of the individual based on the genetic and reproductive biological characteristics of such individual.(3) Biological woman.--The term ``biological woman'' means an individual who is recognized as a female on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(4) Covered school.--The term ``covered school'' means an elementary school or secondary school, as such terms are defined in section 8101 of the Elementary and Secondary Education Act of 1965 (20 U.S.C. 7801).(5) Obscene material.--The term ``obscene material'' means material that, considered as a whole--(A) appeals to--(i)"
1,1,sex'' means,"Biological man.--The term ``biological man'' means an individual who is recognized as a male on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(2) Biological sex.--The term ``biological sex'' means the sex recognized on the date of birth of the individual based on the genetic and reproductive biological characteristics of such individual.(3) Biological woman.--The term ``biological woman'' means an individual who is recognized as a female on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(4) Covered school.--The term ``covered school'' means an elementary school or secondary school, as such terms are defined in section 8101 of the Elementary and Secondary Education Act of 1965 (20 U.S.C. 7801).(5) Obscene material.--The term ``obscene material'' means material that, considered as a whole--(A) appeals to--(i)"
2,2,biological sex'' means,"Biological man.--The term ``biological man'' means an individual who is recognized as a male on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(2) Biological sex.--The term ``biological sex'' means the sex recognized on the date of birth of the individual based on the genetic and reproductive biological characteristics of such individual.(3) Biological woman.--The term ``biological woman'' means an individual who is recognized as a female on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(4) Covered school.--The term ``covered school'' means an elementary school or secondary school, as such terms are defined in section 8101 of the Elementary and Secondary Education Act of 1965 (20 U.S.C. 7801).(5) Obscene material.--The term ``obscene material'' means material that, considered as a whole--(A) appeals to--(i)"
3,3,biological woman'' means,"Biological man.--The term ``biological man'' means an individual who is recognized as a male on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(2) Biological sex.--The term ``biological sex'' means the sex recognized on the date of birth of the individual based on the genetic and reproductive biological characteristics of such individual.(3) Biological woman.--The term ``biological woman'' means an individual who is recognized as a female on the date of the birth of such individual, based on the genetic and reproductive biological characteristics of such individual.(4) Covered school.--The term ``covered school'' means an elementary school or secondary school, as such terms are defined in section 8101 of the Elementary and Secondary Education Act of 1965 (20 U.S.C. 7801).(5) Obscene material.--The term ``obscene material'' means material that, considered as a whole--(A) appeals to--(i)"
4,4,sex' means,the term `sex' means sex determined solely by a person's reproductive biology and genetics at birth; and``(2) the term `sex-segregated' means limited to or separated by sex.
5,5,sex-segregated' means,the term `sex' means sex determined solely by a person's reproductive biology and genetics at birth; and``(2) the term `sex-segregated' means limited to or separated by sex.
0,0,sex' means,"Biological sex.--The term `biological sex' means the biological indication of male or female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and non-ambiguous internal and external genitalia present at birth, without regard to an individual's psychological, chosen, or subjective experience of gender."
1,1,biological sex' means,"Biological sex.--The term `biological sex' means the biological indication of male or female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and non-ambiguous internal and external genitalia present at birth, without regard to an individual's psychological, chosen, or subjective experience of gender."
2,2,gender' means,"Gender.--The term `gender' means the psychological, behavioral, social, and cultural aspects of being male or female."
3,3,gender transition' means,"Gender transition.--The term `gender transition' means the process in which an individual goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes."
4,4,gender transition procedure' means,In general.--The term `gender transition procedure' means any medical or surgical service that seeks--``(i) to alter or remove physical or anatomical characteristics or features that are typical for the individual's biological sex; or``(ii) to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex.
5,5,gender transition surgery' means,In general.--The term `gender transition surgery' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex.
6,6,gender transition surgery' includes,Inclusions.--The term `gender transition surgery' includes genital gender transition surgery and non-genital gender transition surgery.
7,7,gender transition surgery' means,"Genital gender transition surgery.--The term `genital gender transition surgery' means a surgical procedure performed for the purpose of assisting an individual with a gender transition, including--``(A) for biologically male patients, a penectomy, orchiectomy, vaginoplasty, clitoroplasty, and vulvoplasty; and``(B) for biologically female patients, a hysterectomy/ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, and implantation of erection or testicular prostheses."
8,8,gender transition surgery' means,"Non-genital gender transition surgery.--The term `non-genital gender transition surgery' means a surgical procedure performed for the purpose of assisting an individual with a gender transition, including--``(A) for biologically male patients, augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants/lipofilling), hair reconstruction, and various aesthetic procedures; and``(B) for biologically female patients, subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants, and various aesthetic procedures."
9,9,-sex hormones'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
10,10,sex hormones'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
11,11,cross-sex hormones'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
12,12,gender'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
13,13,gender dysphoria'' means,"Gender dysphoria.--The term ``gender dysphoria'' means a marked incongruence between one's experienced or expressed gender and biological sex.(4) Gender transition.--The term ``gender transition'' means the process by which a person goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes.(5)"
14,14,gender transition'' means,"Gender dysphoria.--The term ``gender dysphoria'' means a marked incongruence between one's experienced or expressed gender and biological sex.(4) Gender transition.--The term ``gender transition'' means the process by which a person goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes.(5)"
15,15,gender transition surgery'' means,"Gender transition surgery.--The term ``gender transition surgery'' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex, including genital or non-genital gender reassignment surgery performed for the purpose of assisting an individual with a gender transition.(7) Genital gender transition surgery.--The term ``genital gender transition surgery'' includes surgical procedures such as penectomy, orchiectomy, vaginoplasty, clitoroplasty, or vulvoplasty for biologically male patients or hysterectomy, ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, or implantation of erection or testicular prostheses for biologically female patients, when performed for the purpose of assisting an individual with a gender transition.(8) Non-genital gender transition surgery.--The term ``non-genital gender transition surgery''--(A) includes, when performed for the purpose of assisting an individual with a gender transition--(i) surgical procedures such as augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants or lipofilling), hair reconstruction, or various aesthetic procedures for biologically male patients; or(ii) subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants or various aesthetic procedures for biologically female patients; and(B) does not include any procedure undertaken because the individual suffers from a physical disorder, physical injury, or physical illness that would, as certified by a physician, place the individual in imminent danger of death or impairment of major bodily function unless surgery is performed, unless the procedure is for the purpose of a gender transition.(9) Puberty-blocking drugs.--The term ``puberty-blocking drugs'' means, when used to delay or suppress pubertal development in children for the purpose of assisting an individual with a gender transition--(A) Gonadotropin-releasing hormone (GnRH) analogues or other synthetic drugs used in biological males to stop luteinizing hormone secretion and therefore testosterone secretion; and(B) synthetic drugs used in biological females that stop the production of estrogen and progesterone.(10)"
16,16,gender transition surgery'' includes,"Gender transition surgery.--The term ``gender transition surgery'' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex, including genital or non-genital gender reassignment surgery performed for the purpose of assisting an individual with a gender transition.(7) Genital gender transition surgery.--The term ``genital gender transition surgery'' includes surgical procedures such as penectomy, orchiectomy, vaginoplasty, clitoroplasty, or vulvoplasty for biologically male patients or hysterectomy, ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, or implantation of erection or testicular prostheses for biologically female patients, when performed for the purpose of assisting an individual with a gender transition.(8) Non-genital gender transition surgery.--The term ``non-genital gender transition surgery''--(A) includes, when performed for the purpose of assisting an individual with a gender transition--(i) surgical procedures such as augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants or lipofilling), hair reconstruction, or various aesthetic procedures for biologically male patients; or(ii) subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants or various aesthetic procedures for biologically female patients; and(B) does not include any procedure undertaken because the individual suffers from a physical disorder, physical injury, or physical illness that would, as certified by a physician, place the individual in imminent danger of death or impairment of major bodily function unless surgery is performed, unless the procedure is for the purpose of a gender transition.(9) Puberty-blocking drugs.--The term ``puberty-blocking drugs'' means, when used to delay or suppress pubertal development in children for the purpose of assisting an individual with a gender transition--(A) Gonadotropin-releasing hormone (GnRH) analogues or other synthetic drugs used in biological males to stop luteinizing hormone secretion and therefore testosterone secretion; and(B) synthetic drugs used in biological females that stop the production of estrogen and progesterone.(10)"
17,17,gender transition surgery''--(A) includes,"Gender transition surgery.--The term ``gender transition surgery'' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex, including genital or non-genital gender reassignment surgery performed for the purpose of assisting an individual with a gender transition.(7) Genital gender transition surgery.--The term ``genital gender transition surgery'' includes surgical procedures such as penectomy, orchiectomy, vaginoplasty, clitoroplasty, or vulvoplasty for biologically male patients or hysterectomy, ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, or implantation of erection or testicular prostheses for biologically female patients, when performed for the purpose of assisting an individual with a gender transition.(8) Non-genital gender transition surgery.--The term ``non-genital gender transition surgery''--(A) includes, when performed for the purpose of assisting an individual with a gender transition--(i) surgical procedures such as augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants or lipofilling), hair reconstruction, or various aesthetic procedures for biologically male patients; or(ii) subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants or various aesthetic procedures for biologically female patients; and(B) does not include any procedure undertaken because the individual suffers from a physical disorder, physical injury, or physical illness that would, as certified by a physician, place the individual in imminent danger of death or impairment of major bodily function unless surgery is performed, unless the procedure is for the purpose of a gender transition.(9) Puberty-blocking drugs.--The term ``puberty-blocking drugs'' means, when used to delay or suppress pubertal development in children for the purpose of assisting an individual with a gender transition--(A) Gonadotropin-releasing hormone (GnRH) analogues or other synthetic drugs used in biological males to stop luteinizing hormone secretion and therefore testosterone secretion; and(B) synthetic drugs used in biological females that stop the production of estrogen and progesterone.(10)"
18,18,sex' means,"Biological sex.--The term `biological sex' means the biological indication of male and female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to the psychological, chosen, or subjective experience of the gender of an individual."
19,19,biological sex' means,"Biological sex.--The term `biological sex' means the biological indication of male and female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to the psychological, chosen, or subjective experience of the gender of an individual."
20,20,gender' means,"Gender.--The term `gender' means the psychological, behavioral, social, and cultural aspects of being male or female."
21,21,gender transition' means,"Gender transition.--The term `gender transition' means the process in which an individual goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes."
22,22,gender transition procedure' means,In general.--The term `gender transition procedure' means any medical or surgical service that seeks--``(i) to alter or remove physical or anatomical characteristics or features that are typical for the individual's biological sex; or``(ii) to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex.
23,23,gender transition surgery' means,In general.--The term `gender transition surgery' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex.
24,24,gender transition surgery' includes,Inclusions.--The term `gender transition surgery' includes genital gender transition surgery and non-genital gender transition surgery.
25,25,gender transition surgery' means,"Genital gender transition surgery.--The term `genital gender transition surgery' means a surgical procedure performed for the purpose of assisting an individual with a gender transition, including--``(A) for biologically male patients, a penectomy, orchiectomy, vaginoplasty, clitoroplasty, and vulvoplasty; and``(B) for biologically female patients, a hysterectomy/ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, and implantation of erection or testicular prostheses."
26,26,gender transition surgery' means,"Minor.--The term `minor' means an individual under the age of 18.``(9) Non-genital gender transition surgery.--The term `non-genital gender transition surgery' means a surgical procedure performed for the purpose of assisting an individual with a gender transition, including--``(A) for biologically male patients, augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants/lipofilling), hair reconstruction, and various aesthetic procedures; and``(B) for biologically female patients, subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants, and various aesthetic procedures."
27,27,orientation includes,"An explicit and comprehensive national solution is needed to address this discrimination, including the full range of remedies available under the Civil Rights Act of 1964.(12) Discrimination based on sexual orientation includes discrimination based on an individual's actual or perceived romantic, emotional, physical, or sexual attraction to other persons, or lack thereof, on the basis of gender."
28,28,gender identity' means,"Gender identity.--The term `gender identity' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth."
29,29,orientation' means,"``(5) Sexual orientation.--The term `sexual orientation' means homosexuality, heterosexuality, or bisexuality."
30,30,gender transition procedure' means,"In general.--The term `gender transition procedure' means any medical or surgical service which seeks to alter or remove physiological or anatomical characteristics or features which are typical for the individual's biological sex, or to instill or create physiological or anatomical characteristics which resemble a sex different from the individual's birth sex, for the purpose of gender transition, including--``(I) physician's services and inpatient and outpatient hospital services, including gender transition surgery, and``(II) prescribed drugs related to gender transition, including puberty-blocking drugs, cross-sex hormones, or other mechanisms to promote the development of feminizing or masculinizing features (in the opposite sex).``(ii) Exceptions.--Such term does not include--``(I) services for treatment of a medically verifiable disorder of sex development, including--``(aa) external biological sex characteristics which are irresolvably ambiguous, such as presence of 46 XX chromosomes with virilization, 46 XY chromosomes with undervirilization, or both ovarian and testicular tissue, or``(bb) other physician-diagnosed disorder of sexual development, with respect to which the physician has determined through genetic or biochemical testing that the individual does not have normal sex chromosome structure, sex steroid hormone production, or sex steroid hormone action for a biological male or biological female, or``(II) treatment of any infection, injury, disease, or disorder caused or exacerbated by the performance of any gender transition procedure, whether or not the gender transition procedure was performed in accordance with State and Federal law or whether not a deduction for expenses in connection with the gender transition procedure is allowable under this chapter."
31,31,gender' means,"Gender.--The term `gender' means the psychological, behavioral, social, and cultural aspects of being male or female."
32,32,gender transition' means,"Gender transition.--The term `gender transition' means the process in which an individual goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes."
33,33,gender transition surgery' means,"In general.--The term `gender transition surgery' means any surgical service, including genital or non-genital surgery, performed for the purpose of assisting an individual with a gender transition."
34,34,-sex hormones' means,"hormones.--The term `cross-sex hormones' means testosterone or other androgens given to biological females at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological females, and estrogen given to biological males at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological males."
35,35,sex hormones' means,"hormones.--The term `cross-sex hormones' means testosterone or other androgens given to biological females at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological females, and estrogen given to biological males at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological males."
36,36,cross-sex hormones' means,"hormones.--The term `cross-sex hormones' means testosterone or other androgens given to biological females at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological females, and estrogen given to biological males at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological males."
37,37,sex'' means,"Biological sex.--The term ``biological sex'' means the biological indication of male and female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to a person's psychological, chosen, or subjective experience of gender.(2)"
38,38,biological sex'' means,"Biological sex.--The term ``biological sex'' means the biological indication of male and female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to a person's psychological, chosen, or subjective experience of gender.(2)"
39,39,gender identity'' means,"Gender identity.--The term ``gender identity'' means a person's self-perception of their gender or claimed gender, regardless of the person's biological sex.(5)"
40,40,gender transition'' includes,In general.--The term ``gender transition'' includes both medical transition and social transition.(B) Medical transition.--The term ``medical transition'' means any medical or surgical intervention undertaken to alter the body of a person in order to assert an identity incongruent with biological sex or undertaken to create or facilitate the development of physiological or anatomical characteristics that resemble a sex different from the person's biological sex.(C)
41,41,gender clinic'' means,"Minor.--The term ``minor'' means an individual who has not yet reached 18 years of age.(6) Pediatric gender clinic.--The term ``pediatric gender clinic'' means a medical facility that specializes in the diagnosis or treatment of gender discordance and gender dysphoria in minors, including medical interventions such as therapeutic diagnosis of gender dysphoria and performance of (or referral for) gender-transition procedures on minors.(b)"
42,42,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerism, or other gender-related characteristic of an individual, regardless of the designated sex at birth of the individual.(5) Sexual orientation.--The term ``sexual orientation'' means how a person identifies in terms of their emotional, romantic, or sexual attraction, and includes identification as straight, heterosexual, gay, lesbian, or bisexual, among other terms.(6)"
43,43,orientation'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerism, or other gender-related characteristic of an individual, regardless of the designated sex at birth of the individual.(5) Sexual orientation.--The term ``sexual orientation'' means how a person identifies in terms of their emotional, romantic, or sexual attraction, and includes identification as straight, heterosexual, gay, lesbian, or bisexual, among other terms.(6)"
44,44,sex characteristics''--(A) means,"Survey.--The term ``survey''--(A) means a data collection activity involving a questionnaire for a sample of a population; and(B) includes the decennial census.(7) Variations in sex characteristics.--The term ``variations in sex characteristics''--(A) means a physical trait present at birth or naturally occurring at a later time, including genitals, gonads, hormone function, and chromosome patterns, that differs from normative expectations for male or female bodies regarding the development, appearance, or function of sex-related characteristics; and(B) is sometimes referred to as intersex traits.(b)"
45,45,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(7) National gender equity infrastructure.--The term ``national gender equity infrastructure'' means the horizontal and vertical network of title IX coordinators and title IX allies who work to advance gender equity and eliminate discrimination in the United States.(8) Secretary.--The term ``Secretary'' means the Secretary of Education.(9)"
46,46,gender equity infrastructure'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(7) National gender equity infrastructure.--The term ``national gender equity infrastructure'' means the horizontal and vertical network of title IX coordinators and title IX allies who work to advance gender equity and eliminate discrimination in the United States.(8) Secretary.--The term ``Secretary'' means the Secretary of Education.(9)"
47,47,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means homosexuality, heterosexuality, or bisexuality.(11)"
48,48,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(3) Person.--The term ``person'' means any individual, partnership, corporation, cooperative, association, or any other entity.(4)"
49,49,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means homosexuality, heterosexuality, or bisexuality."
50,50,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, or mannerisms or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(3) Intersex.--The term ``intersex'' means individuals born with sex characteristics (including genitals, gonads, or chromosome patterns) that vary from typical binary notions of male or female bodies and is an umbrella term used to describe a wide range of natural bodily variations.(4)"
51,51,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means actual or perceived homosexuality, heterosexuality, or bisexuality."
52,52,gender expression'' means,"Gender expression.--The term ``gender expression'' means the expression of one's gender, such as through behavior, clothing, haircut, or voice, and which may or may not conform to socially defined behaviors and characteristics typically associated with being either masculine or feminine.(6)"
